class,access,method,signature,token,callerCount,xref_start,xref_end,ref_start,ref_end,file,token_key
SndAssetBundleManager,public,LoadKeysBGM1,"public unsafe static void LoadKeysBGM1(SndAssetBundleManager.SNDDIR type, string key, string bgm_name)",100674712.0,0.0,5606764.0,5606789.0,5606789.0,5606793.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,LoadKeysBGM1_Public_Static_Void_SNDDIR_String_String_0
SndAssetBundleManager,public,_loadbgm2,"public unsafe static void _loadbgm2(string key, string bgm_name)",100674713.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,_loadbgm2_Internal_Static_Void_String_String_0
SndAssetBundleManager,public,_loadse,public unsafe static void _loadse(string key),100674714.0,7.0,5606794.0,5606816.0,0.0,0.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,_loadse_Internal_Static_Void_String_0
SndAssetBundleManager,public,LoadKeysSE1,"public unsafe static void LoadKeysSE1(SndAssetBundleManager.SNDDIR type, string key, string se_name)",100674715.0,2.0,5606816.0,5606852.0,5606852.0,5606859.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,LoadKeysSE1_Public_Static_Void_SNDDIR_String_String_0
SndAssetBundleManager,public,_loadse2,"public unsafe static void _loadse2(string key, string se_name)",100674716.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,_loadse2_Internal_Static_Void_String_String_0
SndAssetBundleManager,public,LoadKeysMSE,"public unsafe static int LoadKeysMSE(string key, int idx)",100674717.0,1.0,5606864.0,5606885.0,0.0,0.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,LoadKeysMSE_Public_Static_Int32_String_Int32_0
SndAssetBundleManager,public,IsConstantsVoice,public unsafe static bool IsConstantsVoice(string name),100674718.0,3.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,IsConstantsVoice_Public_Static_Boolean_String_0
SndAssetBundleManager,public,_loadvoice,"public unsafe static void _loadvoice(string key, string path)",100674719.0,1.0,5606908.0,5606910.0,5606910.0,5606913.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,_loadvoice_Internal_Static_Void_String_String_0
SndAssetBundleManager,public,RemoveKeys,"public unsafe static void RemoveKeys(SndAssetBundleManager.SNDDIR type, string key = null)",100674720.0,32.0,5606913.0,5606950.0,5606950.0,5606951.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,RemoveKeys_Public_Static_Void_SNDDIR_String_0
SndAssetBundleManager,public,GetAudioClip,"public unsafe static AudioClip GetAudioClip(int type, string name)",100674721.0,5.0,5606951.0,5607022.0,5607022.0,5607054.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,GetAudioClip_Public_Static_AudioClip_Int32_String_0
SndAssetBundleManager,public,LoadBossAIMSG,public unsafe static void LoadBossAIMSG(string key),100674722.0,0.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,LoadBossAIMSG_Public_Static_Void_String_0
SndAssetBundleManager,public,VoiceCommonKey,"public unsafe static string VoiceCommonKey(string key, string name)",100674723.0,1.0,5607170.0,5607219.0,0.0,0.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,VoiceCommonKey_Private_Static_String_String_String_0
SndAssetBundleManager,public,LoadEventVoice,"public unsafe static void LoadEventVoice(int eventno, string key, EventEMsgData data)",100674724.0,6.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,LoadEventVoice_Public_Static_Void_Int32_String_EventEMsgData_0
SndAssetBundleManager,public,IsLocalizeKey,public unsafe static string IsLocalizeKey(string key),100674725.0,11.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,IsLocalizeKey_Internal_Static_String_String_0
SndAssetBundleManager,public,load_voice,"public unsafe static bool load_voice(int eventno, string key, string name, string voice, EventEMsgData data, int i, bool replace)",100674726.0,1.0,5607339.0,5607341.0,5607341.0,5607352.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,load_voice_Internal_Static_Boolean_Int32_String_String_String_EventEMsgData_Int32_Boolean_0
SndAssetBundleManager,public,LoadFNPCVoice,public unsafe static void LoadFNPCVoice(string key),100674727.0,1.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,LoadFNPCVoice_Public_Static_Void_String_0
SndAssetBundleManager,public,CheckEnemy,public unsafe static void CheckEnemy(int eno),100674728.0,0.0,5607358.0,5607415.0,5607415.0,5607416.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,CheckEnemy_Public_Static_Void_Int32_0
SndAssetBundleManager,public,ReplaceVoice,public unsafe static string ReplaceVoice(string id),100674729.0,3.0,5607416.0,5607420.0,0.0,0.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/SndAssetBundleManager.cs,ReplaceVoice_Public_Static_String_String_0
mdlFileDefTable,public,GetFname,public unsafe static string GetFname(int no),100670181.0,6.0,,,,,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/mdlFileDefTable.cs,GetFname_Public_Static_String_Int32_0
mdlFileDefTable,public,GetPBname,public unsafe static string GetPBname(int no),100670182.0,6.0,5482519.0,5482521.0,5482521.0,5482527.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/mdlFileDefTable.cs,GetPBname_Public_Static_String_Int32_0
mdlFileDefTable,public,GetAkey,public unsafe static string GetAkey(int no),100670183.0,55.0,5482527.0,5482540.0,5482540.0,5482546.0,SMT3HD_Reimagined/tools/references/Assembly-CSharp/Assembly-CSharp/Il2Cpp/mdlFileDefTable.cs,GetAkey_Public_Static_String_Int32_0
