native_ptr_name,token,group
nbMakeDamagePacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_Int32_Int32_Int32_Int32_Int32_Int32_Int32_Int32_Int32_0,100671699,nbMakePacket
nbMakeKaifukuPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_Int32_Int32_Int32_UInt32_0,100671700,nbMakePacket
nbMakeDeadPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_Int32_0,100671701,nbMakePacket
nbMakePressPacket_Public_Static_Int32_Int32_Int32_Single_0,100671702,nbMakePacket
nbMakeNewPressPacket_Public_Static_Int32_Int32_Int32_Int32_byref_nbFormation_t_0,100671703,nbMakePacket
nbMakeFlyBadPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_0,100671704,nbMakePacket
nbMakeBadDamagePacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_UInt32_0,100671705,nbMakePacket
nbMakeBadKaifukuPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_0,100671706,nbMakePacket
nbMakeUnitMoveGetCyDist_Public_Static_Single_byref_nbFormation_t_byref_nbFormation_t_0,100671707,nbMakePacket
nbMakeUnitMovePacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_UInt32_Int32_Single_0,100671708,nbMakePacket
nbMakeNegoWorkPosPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_byref_nbFormation_t_0,100671709,nbMakePacket
nbMakeNegoBackPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_byref_nbFormation_t_0,100671710,nbMakePacket
nbMakeNegoForwardPacket_Public_Static_Int32_Int32_Int32_byref_nbFormation_t_byref_nbFormation_t_0,100671711,nbMakePacket
nbPnlTexSet_Private_Static_Void_nbMainProcessData_t_0,100672274,nbPanelProcess
nbPnlTexDel_Private_Static_Void_nbMainProcessData_t_0,100672275,nbPanelProcess
nbPnl_rsetTest_Public_Static_Void_Int32_Int32_Int32_Int32_Int32_Int32_Int32_Int32_0,100672276,nbPanelProcess
nbPnl_rsetAlpha_Public_Static_Void_Int32_0,100672277,nbPanelProcess
nbPanelBaseColorSet_Private_Static_Void_UInt32_0,100672278,nbPanelProcess
nbPanelAllShow_Public_Static_Void_0,100672279,nbPanelProcess
nbPanelAllHide_Public_Static_Void_0,100672280,nbPanelProcess
nbPanelHPColor_Public_Static_Int32_datUnitWork_t_0,100672281,nbPanelProcess
nbPanelMPColor_Public_Static_Int32_datUnitWork_t_0,100672282,nbPanelProcess
nbPanelDrawPP0_Private_Static_Void_Int32_Int32_nbMainProcessData_t_Int32_0,100672283,nbPanelProcess
PnlAnim_Private_Static_Void_Animator_String_Int32_0,100672284,nbPanelProcess
nbPanelDrawPP1_Private_Static_Void_Int32_Int32_Int32_Int32_Int32_Int32_nbMainProcessData_t_Boolean_0,100672285,nbPanelProcess
nbPanelDrawPP_Private_Static_Void_Int32_Int32_Int32_UInt32_UInt32_Int32_0,100672286,nbPanelProcess
nbPanelPressTurnGaugeAnimStart_Private_Static_Void_0,100672287,nbPanelProcess
nbPanelPressGaugeInit_Private_Static_Void_0,100672288,nbPanelProcess
nbPanelPressGaugeStart_Public_Static_Void_0,100672289,nbPanelProcess
nbPanelPressGaugeShow_Public_Static_Void_0,100672290,nbPanelProcess
nbPanelPressGaugeHide_Public_Static_Void_0,100672291,nbPanelProcess
nbPanelPressGaugeEncountHide_Public_Static_Void_0,100672292,nbPanelProcess
nbPanelPressGauge_Public_Static_Void_nbMainProcessData_t_0,100672293,nbPanelProcess
nbPanelPressTurnInit_Private_Static_Void_0,100672294,nbPanelProcess
nbPanelPressTurnRun_Public_Static_Int32_0,100672295,nbPanelProcess
nbPanelPressTurnGaugeRun_Public_Static_Int32_0,100672296,nbPanelProcess
nbPanelPressTurnOmit_Public_Static_Void_0,100672297,nbPanelProcess
nbPanelPressTurnStart_Public_Static_Void_0,100672298,nbPanelProcess
NBPANEL_PTP_CX_Private_Static_Int32_nbPanelXYZ_t_0,100672299,nbPanelProcess
NBPANEL_PTP_CY_Private_Static_Int32_nbPanelXYZ_t_0,100672300,nbPanelProcess
nbPanelPressTurn_Private_Static_Void_nbMainProcessData_t_0,100672301,nbPanelProcess
nbPanelPartySelect_Public_Static_Void_nbMainProcessData_t_0,100672302,nbPanelProcess
nbPanelStockInit_Private_Static_Void_0,100672303,nbPanelProcess
nbPanelStockCheckRun_Public_Static_Int32_0,100672304,nbPanelProcess
nbPanelStockEnd_Public_Static_Void_0,100672305,nbPanelProcess
nbPanelStockHide_Public_Static_Void_0,100672306,nbPanelProcess
nbPanelStockFadeOUT_Public_Static_Void_0,100672307,nbPanelProcess
nbPanelStockSelectInit_Public_Static_Void_0,100672308,nbPanelProcess
StkSelDisp_Private_Static_Void_Boolean_0,100672309,nbPanelProcess
PnlColorSet_Private_Static_Void_Int32_0,100672310,nbPanelProcess
MouseStockPanelCursorMove_Private_Static_Void_0,100672311,nbPanelProcess
nbPanelStockSelectCtrl_Private_Static_UInt32_nbMainProcessData_t_0,100672312,nbPanelProcess
nbPanelStockSelect_Public_Static_UInt32_nbMainProcessData_t_UInt32_0,100672313,nbPanelProcess
nbPanelDrawPPnon_Private_Static_Void_Int32_0,100672314,nbPanelProcess
nbPanelAnalyzeInit_Private_Static_Void_0,100672315,nbPanelProcess
nbPanelAnalyzeStart_Public_Static_Void_0,100672316,nbPanelProcess
nbPanelAnalyzeEnd_Public_Static_Void_0,100672317,nbPanelProcess
nbPanelAnalyzeDraw_Public_Static_Void_datUnitWork_t_0,100672318,nbPanelProcess
nbPanelAnalyzeRun_Private_Static_Void_0,100672319,nbPanelProcess
nbPanelAutoShow_Public_Static_Void_0,100672320,nbPanelProcess
nbPanelAutoHide_Public_Static_Void_0,100672321,nbPanelProcess
nbPanelAutoCheckShow_Public_Static_Int32_0,100672322,nbPanelProcess
nbPanelAutoInit_Private_Static_Void_0,100672323,nbPanelProcess
nbPanelAuto_Private_Static_Void_nbMainProcessData_t_0,100672324,nbPanelProcess
nbPanelDraw_Public_Static_Void_Int32_0,100672325,nbPanelProcess
nbPanelRunProcess_Private_Static_Object_dds3ProcessID_t_0,100672326,nbPanelProcess
nbPanelPartyShow_Public_Static_Void_0,100672327,nbPanelProcess
nbPanelPartyHide_Public_Static_Void_0,100672328,nbPanelProcess
nbPanelPartyDraw_Public_Static_Void_0,100672329,nbPanelProcess
nbPanelDrawProcess_Private_Static_Object_dds3ProcessID_t_0,100672330,nbPanelProcess
nbPanelShutdown_Private_Static_Object_dds3ProcessID_t_0,100672331,nbPanelProcess
nbInitPanelProcess_Public_Static_Void_nbMainProcessData_t_0,100672332,nbPanelProcess
nbPanelFlashInit_Public_Static_Void_byref_nbPanelFlashData_t_Single_Single_UInt32_UInt32_Int32_Int32_0,100672333,nbPanelProcess
nbPanelFlashRGBAMulti_Private_Static_UInt32_UInt32_UInt32_0,100672334,nbPanelProcess
nbPanelFlashDraw_Public_Static_Void_byref_nbPanelFlashData_t_UInt32_0,100672335,nbPanelProcess
nbPanelPolygonFlashDrawUnity_Private_Static_Void_GameObject_Int32_Int32_Int32_Int32_Single_Single_UInt32_UInt32_0,100672336,nbPanelProcess
HPMPBarAdjustment_Public_Static_Single_Single_Single_Single_0,100672337,nbPanelProcess
nbTurnPBInitSetting_Public_Static_Void_0,100672338,nbPanelProcess
nbResetTurnSetAnimKeepState_Public_Static_Void_0,100672339,nbPanelProcess
_ctor_Public_Void_0,100672341,nbPanelProcess
_ctor_Public_Void_0,100672342,nbPanelProcess
